Cardhldr Majordrg   Age   Income   Expinc  Avgexp   Ownrent   Selfempl Depndt  Incper  Curadd  Major  Active 
1 0 24 2.7811 0.05255475 121.6333 0 0 0 2.7811 3 1 0
1 0 63.75 6 0.001833333 8.333333 0 0 0 6 50 1 14
1 0 25.83333 3.5 0.054492 158.6017 0 0 0 3.5 34 0 2
0 4 42.41667 1.8 0.0006666667 0 0 0 2 0.6 48 1 10
1 0 35 3.9 0.05496077 178.4558 1 0 2 1.3 36 1 7
1 0 20.66667 2 0.100224 167.04 0 0 0 2 14 1 1
1 2 41.83333 7.1195 0.09599761 569.5458 1 0 3 1.779875 96 1 6
0 2 24.91667 1.85 0.0006486487 0 0 0 0 1.85 14 0 3
1 0 32.08333 1.6 0.263585 351.3633 0 0 0 1.6 6 1 3
1 0 34.08333 4.85 0.04899547 198.0233 1 0 2 1.616667 114 1 12
1 0 37.16667 2.825 0.06534584 153.7517 1 0 0 2.825 240 1 2
0 1 27.08333 2.7 0.0004444444 0 0 0 1 1.35 169 0 6
0 0 56 1.45 0.0008275862 0 1 0 0 1.45 242 1 4
1 0 26.75 1.8 0.006611111 9.166667 1 0 0 1.8 53 1 9
0 0 33.25 3.7 0.0003243243 0 1 0 2 1.233333 72 1 0
1 0 19.16667 1.9 0.2829621 448.0233 0 0 0 1.9 192 0 1
1 0 35.91667 2.62 0.2154031 470.2967 1 0 1 1.31 6 0 9
1 0 25.16667 3.75 0.128076 400.0708 1 0 0 3.75 7 1 11
1 0 45.75 4.5 0.03987022 149.0967 1 0 2 1.5 132 1 9
0 4 38.5 3.7 0.0003243243 0 0 0 2 1.233333 24 1 11
1 1 42 3.836 0.103933 332.2392 1 0 3 0.959 14 1 14
0 0 25.83333 1.59 0.000754717 0 0 0 0 1.59 87 1 9
0 2 25.91667 2.07 0.0005797101 0 0 0 0 2.07 20 0 7
1 0 31.08333 5.1 0.1696612 721.06 1 0 3 1.275 15 1 9
0 3 40.5 4.0128 0.0002990431 0 0 0 1 2.0064 12 1 17
1 0 67.16666 4.4692 0.002148035 7.083333 0 0 1 2.2346 36 1 1
1 0 33.08333 3.5 0.05705314 166.2383 0 0 0 3.5 26 1 1
1 0 45.75 5 0.001525 5.520833 1 0 0 5 144 1 14
1 1 28.16667 2.5 0.0032 5.833333 0 0 1 1.25 24 1 6
1 0 30.41667 1.5 0.06344134 78.885 0 0 1 0.75 24 0 5
1 1 47 3.8425 0.006584255 20.25 1 0 2 1.280833 233 1 16
1 1 42.75 3.6 0.03806583 113.9475 1 0 2 1.2 60 1 22
1 0 44.5 2.95 0.2008407 493.7333 0 0 0 2.95 180 1 13
1 0 37.66667 2.385 0.1676499 332.7042 1 1 0 2.385 168 1 13
1 0 28 2.16 0.02366667 42.51667 0 0 0 2.16 50 0 3
1 0 31.75 2.007 0.09045292 151.0325 0 0 1 1.0035 4 1 0
1 0 22.91667 1.56 0.09851731 128.0725 1 0 0 1.56 6 0 7
0 4 57.75 2 6e-04 0 1 1 0 2 36 0 44
1 0 23 2.9 0.0004137931 0 0 0 1 1.45 12 1 0
1 0 24.16667 3.7 0.07111514 219.2717 1 0 1 1.85 8 1 5
1 0 37.16667 3.84 0.0118375 37.71333 0 0 3 0.96 10 1 0
0 1 63.41667 2.1375 0.0005614035 0 1 0 0 2.1375 240 1 7
0 0 23 2.4 5e-04 0 0 0 0 2.4 1 1 0
1 0 24.33333 2.4 0.1813192 362.6383 0 0 0 2.4 16 1 0
1 0 41.08333 2 0.0055 8.333333 1 0 0 2 9 0 4
0 0 28.16667 1.548 0.0007751938 0 0 0 3 0.387 5 0 1
0 1 52.33333 2 6e-04 0 1 0 3 0.5 54 1 7
1 0 28 3.1 0.2248926 580.9725 1 0 0 3.1 15 1 5
1 0 28.75 2.5 0.01238 25.29167 1 0 0 2.5 27 1 16
1 0 39.08333 5.1 0.04952431 210.2283 1 0 3 1.275 60 0 22
1 0 32.25 2 0.073052 121.3367 1 0 1 1 24 1 2
1 0 33.25 3.6 0.02599111 77.80666 0 0 3 0.9 16 1 9
1 0 25 3.3984 0.0003531073 0 1 0 2 1.1328 29 0 4
1 0 42.41667 4.2 0.02501619 87.30666 1 0 4 0.84 36 1 14
0 3 35.25 1.7 0.0007058823 0 1 0 3 0.425 135 0 25
0 0 33.08333 1.939 0.0006188757 0 0 0 1 0.9695 96 1 5
1 0 33.83333 2.9 0.1951083 471.345 1 0 2 0.9666667 147 1 8
1 0 48.16667 1.7 0.01221235 16.63417 1 0 0 1.7 108 1 18
0 0 26.75 4.9 0.000244898 0 0 0 2 1.633333 6 1 0
1 0 40.08333 2.2224 0.3980818 737.0808 1 0 2 0.7408 10 1 14
1 0 32.41667 6.1064 0.1070066 544.5208 1 0 1 3.0532 67 1 1
0 1 20.91667 2.625 0.0004571429 0 0 1 0 2.625 20 1 2
0 2 21.5 1.56 0.0007692308 0 1 0 0 1.56 1 1 12
1 0 27.83333 2.652 0.07283182 160.875 1 0 3 0.663 24 1 3
1 0 43.91667 2.8 0.04662429 108.6233 1 0 0 2.8 147 1 1
1 0 24.25 1.6 0.3755244 500.6158 1 0 0 1.6 48 0 1
1 0 29.08333 5 0.1619782 674.9092 1 0 4 1 3 1 0
1 1 27.75 2.04 0.2145995 364.8192 0 0 0 2.04 24 1 10
1 0 47.58333 5.04 0.05146786 216.165 0 0 3 1.26 47 1 9
0 0 19.83333 1.92 0.000625 0 0 0 0 1.92 6 0 4
0 0 42 3.4 0.0003529412 0 1 0 3 0.85 5 1 9
1 0 42.75 3.2 0.1080344 287.7583 1 0 0 3.2 68 1 9
1 0 44.58333 3.1 0.1251213 323.0633 1 0 0 3.1 75 1 5
1 0 35.83333 1.8829 0.1364475 214.0975 0 0 1 0.94145 3 1 12
1 0 21.83333 2.4 0.08191958 163.8392 0 0 0 2.4 105 0 1
1 0 25.91667 3 0.061896 154.74 1 0 0 3 40 1 16
0 0 40.91667 1.84 0.0006521739 0 0 1 2 0.6133333 18 1 0
1 0 35.83333 2.5 0.0791488 164.81 1 0 1 1.25 42 0 11
1 0 31 5.112 0.02974648 126.3867 1 0 2 1.704 16 1 19
1 0 51.66667 2.5 0.0193976 39.91167 1 0 0 2.5 138 0 3
1 0 34 5.4 0.07138018 321.2108 1 0 3 1.35 24 1 4
0 2 30.58333 2.5 0.00048 0 0 0 0 2.5 12 1 18
1 0 33.33333 2.1 0.1308376 228.9658 0 0 0 2.1 6 0 0
1 1 32.75 6 0.08980783 449.0392 0 0 0 6 6 0 17
1 0 26.08333 1.56 0.06123782 79.60917 0 0 2 0.52 13 1 13
1 0 31.91667 4.07 0.06885749 233.0417 0 0 0 4.07 12 1 14
1 1 20.58333 2.7 0.118307 266.1908 0 0 0 2.7 147 1 22
1 0 23.41667 2.04 0.1200515 204.0875 1 0 0 2.04 7 1 12
1 0 60.25 2.8 0.04372321 101.8542 1 0 3 0.7 232 1 7
1 0 24.83333 6.2 0.1706156 881.2642 0 0 0 6.2 12 1 7
1 0 30.16667 2.19 0.4874438 889.585 0 0 0 2.19 6 1 0
1 0 29.33333 3.2 0.05367281 142.8775 0 0 0 3.2 36 0 6
1 0 48.16667 2.3 0.2265 434.125 1 0 0 2.3 72 0 2
1 0 25.25 1.76 0.1375511 201.6583 0 0 0 1.76 28 1 12
0 0 69.75 1.8 0.0006666667 0 1 0 0 1.8 528 0 5
1 0 53.25 3.96 0.002424242 7.083333 1 0 1 1.98 180 0 5
1 0 54.08333 2.5 0.009122 18.25417 1 0 1 1.25 102 0 13
1 0 32 2.28 0.06735965 127.9833 1 0 0 2.28 48 0 15
1 0 33.75 2.5 0.0775176 161.1617 1 0 1 1.25 30 1 6
1 0 23.16667 2.6 0.8245508 1786.277 0 0 0 2.6 4 1 0
1 0 24.75 2.2 0.1550486 284.2558 1 0 0 2.2 36 1 6
1 4 40.41667 2.448 0.2090833 426.4467 1 0 1 1.224 41 1 12
0 2 48.25 6.8 0.0001764706 0 1 1 1 3.4 56 0 20
0 0 35.83333 4.5 0.0002666667 0 1 0 6 0.6428571 6 0 0
1 0 49.66667 4.96 0.1054817 435.9908 1 0 4 0.992 168 1 7
1 0 34.66667 5 0.0140794 58.08083 1 0 4 1 6 1 0
1 0 34.91667 2.1 0.05904476 103.3283 0 0 2 0.7 49 1 4
1 0 47.33333 10.4 0.2309477 2001.547 1 0 2 3.466667 9 0 0
0 0 19.5 1.56 0.0007692308 0 1 0 0 1.56 46 0 3
0 9 30.33333 2.3 0.0005217391 0 0 1 3 0.575 15 1 9
0 0 40 4.9875 0.0002406015 0 1 0 2 1.6625 32 1 16
0 6 35.25 5.6335 0.0002130114 0 1 0 3 1.408375 18 0 10
0 0 23.75 1.672 0.0007177034 0 0 0 0 1.672 27 1 0
1 0 0.75 1.6 0.1541906 205.2542 0 0 0 1.6 1 1 9
1 0 24.83333 1.51 0.205298 258.1667 1 0 0 1.51 30 1 2
1 0 38.75 2.8463 0.007026666 15.83333 1 0 1 1.42315 120 1 16
1 0 24.91667 2.3 0.08519435 163.0392 0 0 0 2.3 26 1 7
1 0 25.33333 3 0.1900073 475.0183 0 0 0 3 10 0 0
1 1 23.25 2.2 0.2345391 429.905 1 0 0 2.2 228 0 9
1 0 49.83333 0.21 0.2718571 47.24166 1 0 2 0.07 42 1 1
1 0 37.08333 2.8 0.1699286 396.5 0 0 0 2.8 36 1 23
0 0 20.16667 1.8 0.0006666667 0 0 0 0 1.8 4 0 1
0 2 24.58333 2.2 0.0005454546 0 0 0 0 2.2 6 1 8
1 1 28.5 3 0.029469 73.1725 0 0 0 3 51 1 5
1 0 45.58333 2.4 0.01216667 23.58333 1 0 2 0.8 122 1 11
0 0 20.58333 1.2 0.001 0 0 1 1 0.6 24 1 0
1 0 54.25 6.8 0.1005738 569.9183 0 0 0 6.8 24 1 15
1 0 24.58333 1.5 0.01972267 24.07 0 0 0 1.5 28 1 5
1 0 31.91667 2.7 0.1151311 258.8783 0 0 0 2.7 19 1 0
1 1 43.75 3.5 0.1329034 387.2183 1 0 3 0.875 180 0 19
0 0 31.91667 2.1 0.0005714286 0 0 0 2 0.7 60 1 2
1 0 22.83333 2.5 0.4028644 839.3008 0 0 0 2.5 4 1 1
1 0 28.08333 5.47 0.02919232 133.0683 1 0 3 1.3675 18 1 0
0 0 27.58333 2.35 0.0005106383 0 0 0 3 0.5875 6 1 0
1 0 22.08333 1.65 0.04985151 68.54583 0 0 0 1.65 36 1 3
1 0 34.16667 9.2 0.08662446 664.1208 1 0 5 1.533333 81 1 7
1 1 54.66667 7.29 0.1065361 647.2067 1 0 2 2.43 78 1 9
1 0 32.91667 2.72 0.1776717 402.7225 0 0 1 1.36 6 1 8
1 0 40 3.624 0.01570033 47.08167 1 0 3 0.906 124 1 19
1 0 26 5.3 0.05482528 242.145 1 0 1 2.65 24 1 20
1 0 55.25 4.9 0.06697714 273.49 1 0 2 1.633333 96 1 17
1 0 32.25 3.6208 0.04983705 150.2917 1 0 3 0.9052 97 1 13
1 0 38.91667 2.136 0.05966339 106.2008 0 0 1 1.068 66 1 14
1 0 28.41667 2.5 0.193378 402.7875 1 0 0 2.5 18 1 7
0 0 39.58333 0.49 0.00244898 0 1 0 2 0.1633333 100 1 0
1 1 55.58333 4.3 0.03501814 125.4817 1 0 0 4.3 6 1 31
1 0 42 6.3 0.04065079 213 1 0 4 1.26 72 1 20
1 0 21.16667 2.4 0.1008329 201.5825 0 0 0 2.4 2 1 5
1 0 33.08333 2.8 0.03015786 70.285 1 0 1 1.4 72 1 20
1 0 37.75 5 0.0452946 188.7275 1 0 4 1 36 1 25
1 0 28.41667 2.8 0.01421429 32.66667 0 0 0 2.8 27 1 19
1 0 31.08333 2.8 0.08684428 202.47 1 0 3 0.7 15 1 17
1 0 30.5 2.65 0.03147661 69.4275 0 0 3 0.6625 36 1 9
0 0 25.25 1.6 0.00075 0 0 0 0 1.6 12 1 0
0 4 46.91667 2.1 0.0005714286 0 0 0 0 2.1 25 0 3
0 0 36.16667 2.408 0.0004983389 0 0 0 4 0.4816 14 1 0
0 1 52.75 3.1 0.0003870968 0 1 0 2 1.033333 75 1 9
1 0 34.16667 2.616 0.03886773 84.73167 0 0 2 0.872 3 1 12
0 0 53 11 0.0001090909 0 1 1 0 11 429 1 0
1 0 22.33333 1.8 0.05342556 80.055 0 0 0 1.8 48 0 1
1 0 30 2.5 0.0210496 43.43667 1 0 3 0.625 50 1 14
1 0 25.16667 1.8 0.09530056 142.9508 0 0 0 1.8 24 0 4
0 0 21.08333 2.7268 0.0004400763 0 0 0 1 1.3634 18 1 0
0 0 22.91667 2.05 0.0005853659 0 0 0 0 2.05 42 0 4
1 0 40.66667 5.05 0.02842812 119.3017 1 0 0 5.05 128 1 10
0 2 33.83333 3.8 0.0003157895 0 1 0 0 3.8 153 1 11
0 1 35.16667 4.288 0.0002798507 0 1 0 3 1.072 24 0 13
1 0 28.83333 3.6 0.04339778 130.0267 1 1 0 3.6 56 1 10
1 0 30.75 4.3 0.1346951 482.6575 1 0 4 0.86 16 1 7
0 0 41.33333 4.44 0.0002702703 0 1 0 2 1.48 98 1 3
1 0 38.5 2.6 0.3961604 858.3475 0 0 0 2.6 33 1 16
0 1 33.75 4.1 0.0002926829 0 1 0 2 1.366667 22 1 15
0 0 29.08333 2.86 0.0004195804 0 0 0 0 2.86 38 1 0
1 0 27.08333 2.4 0.01679833 33.01333 0 0 0 2.4 56 1 1
1 0 23.25 1.8 0.03098167 46.05584 0 0 1 0.9 4 0 0
1 0 33.83333 1.8 0.1132511 169.8767 0 0 0 1.8 4 1 8
1 0 38.16667 5.1 0.02130902 90.06333 0 0 0 5.1 60 1 7
1 0 35.58333 3.5606 0.1090841 323.5875 0 0 0 3.5606 12 1 0
1 0 30.41667 4.15 0.1505325 520.3417 0 0 1 2.075 16 1 4
0 0 31.58333 2.0237 0.0005929733 0 0 0 0 2.0237 14 1 3
1 0 23 1.8 0.111475 167.2125 0 0 0 1.8 6 1 0
1 1 25.25 2.9 0.08686655 209.8442 0 0 0 2.9 276 1 6
0 6 35.58333 4 3e-04 0 0 0 0 4 29 0 5
1 0 28.66667 2.95 0.09361254 229.7975 0 0 0 2.95 26 1 4
0 0 37 3.2 0.000375 0 0 0 0 3.2 14 1 0
1 0 41.08333 4.5 0.1431333 536.25 1 0 2 1.5 6 1 10
0 6 37.41667 7 0.0001714286 0 1 0 4 1.4 120 1 10
0 0 19.41667 2.2 0.0005454546 0 0 0 0 2.2 6 1 0
1 0 22.33333 2.8 0.08228679 191.8358 0 0 0 2.8 4 1 0
1 0 29.08333 2.2 0.0005454546 0 0 0 0 2.2 9 1 0
1 0 26.75 5.77 0.07547747 362.7542 1 0 1 2.885 13 1 11
1 0 43.08333 2.4317 0.08052638 163.18 0 0 2 0.8105667 18 1 28
1 0 37.33333 7 0.03023229 176.2717 1 0 2 2.333333 14 1 17
1 0 26.75 2.15 0.03427907 61.33333 0 0 0 2.15 10 0 4
1 0 42.16667 5.2 0.01342865 57.44083 1 0 3 1.3 29 1 9
1 0 28.16667 4.7 0.2421564 948.3625 1 0 0 4.7 6 1 19
1 0 26.08333 2.5 0.0637624 132.5883 1 0 0 2.5 14 1 13
1 0 48.25 5 0.0219424 91.17667 0 0 3 1.25 7 1 0
1 0 27.83333 3.5 0.05023229 146.4275 1 0 2 1.166667 17 1 11
1 0 26.33333 2.45 0.05493143 111.8183 0 0 0 2.45 6 1 11
0 0 21.08333 9.9999 0.0001200012 0 0 0 2 3.3333 8 0 0
1 0 30.58333 3.2 0.1486019 396.2717 1 0 2 1.066667 12 0 7
1 0 27.83333 3.54 0.006866666 19.59 0 0 2 1.18 3 1 0
1 0 49.16667 3.1144 0.008495376 21.465 1 0 1 1.5572 154 0 6
0 2 35 2.25 0.0005333333 0 0 0 1 1.125 84 1 3
1 1 48.66667 6 0.1770172 885.0858 1 0 3 1.5 114 1 19
0 11 24.58333 1.68 0.0007142857 0 0 0 2 0.56 2 1 8
1 0 29.58333 2.4 0.01527 29.95667 0 0 1 1.2 18 1 8
1 0 41.41667 3.2 0.01023563 26.87833 0 0 1 1.6 16 1 2
1 0 40.91667 6 0.07896433 394.5717 1 0 0 6 42 1 5
1 0 22 1.75 0.6214691 906.3092 0 0 0 1.75 2 1 0
0 0 36 4.5 0.0002666667 0 1 0 2 1.5 228 1 0
1 0 39.58333 2.5 0.1922148 400.4475 0 0 0 2.5 12 1 4
1 0 31.58333 2.55 0.1429055 303.6742 0 0 1 1.275 60 1 7
1 0 33.08333 3.26 0.05273589 143.0158 0 0 0 3.26 37 1 18
1 1 22.83333 3.6 0.04884167 146.4417 0 0 0 3.6 30 1 20
0 0 35.41667 2.78 0.0004316547 0 0 0 0 2.78 6 1 0
1 0 58.08333 4.4 0.02659568 97.18417 1 1 1 2.2 132 1 12
1 0 38.75 3.2 0.01478031 38.9975 1 0 2 1.066667 24 1 19
0 0 27.41667 1.6 0.00075 0 1 0 1 0.8 30 0 0
0 0 23.91667 1.636 0.0007334963 0 0 0 1 0.818 13 1 0
1 0 30.08333 2.7 0.01248148 27.41667 0 0 2 0.9 1 1 8
1 0 34.08333 3.5 0.06167429 179.7167 1 0 0 3.5 24 0 10
1 1 39.08333 3.4224 0.02909975 82.65916 1 0 0 3.4224 41 1 12
1 0 38.41667 6.5 0.02921738 157.8442 1 0 3 1.625 60 1 9
1 0 20.5 2 0.038431 63.55167 0 0 0 2 111 1 6
1 0 35.58333 3.58 0.0519919 154.8592 1 0 2 1.193333 123 1 7
1 0 25.91667 2.5 0.02125 44.02083 0 0 0 2.5 25 1 10
1 1 40.16667 2 0.2548275 424.6292 1 0 1 1 121 1 10
1 0 30.58333 2.512 0.002627389 4.583333 0 1 3 0.628 36 0 4
0 0 39.33333 2.3004 0.0005216484 0 0 1 0 2.3004 46 1 3
0 0 22.58333 3.86 0.0003108808 0 0 0 1 1.93 36 0 4
0 1 30.33333 2.18 0.0005504587 0 0 1 0 2.18 13 1 1
1 0 33.58333 4.566 0.002146299 7.333333 1 0 0 4.566 94 1 19
0 5 23.91667 3.192 0.0003759399 0 0 0 3 0.798 12 1 5
1 0 40.58333 4.6 0.02651261 101.2983 1 0 2 1.533333 1 1 2
1 0 32.83333 3.7 0.008998919 26.99667 0 1 0 3.7 60 1 7
1 0 48.25 3.7 0.1116186 344.1575 1 0 2 1.233333 2 1 0
