year	state	inc	def	tpop	yd	ydpc	esrcb	esrcbpc	esrcd	resrcd	esrcbg	esrcbgpc	esrcdg	resrcdg	hdd	cdd
1982	NJ	89118418	82.2	7431	108416566.91	14589.77	53.77	0.01	30.71	37.37	153.4	0.02	6.82	8.3	0.51	0.06
1983	NJ	97980256	86.2	7469	113666190.26	15218.39	57.56	0.01	30.95	35.9	150.95	0.02	7.22	8.38	0.56	0.09
1984	NJ	108733733	89.6	7517	121354612.72	16144.02	58.54	0.01	30.56	34.11	154.86	0.02	7.15	7.98	0.51	0.08
1985	NJ	116655351	93.1	7568	125301128.89	16556.7	58.61	0.01	32.24	34.63	154.25	0.02	7.33	7.87	0.52	0.08
1986	NJ	124225110	96	7626	129401156.25	16968.42	61.72	0.01	31.19	32.49	162.37	0.02	7.17	7.46	0.53	0.07
1987	NJ	134311841	100	7675	134311841	17499.91	65.88	0.01	29.01	29.01	172.77	0.02	6.44	6.44	0.56	0.08
1988	NJ	148485016	104.2	7718	142500015.36	18463.33	70.48	0.01	28.7	27.55	186.05	0.02	6.17	5.92	0.55	0.09
1989	NJ	158932573	109.3	7736	145409490.39	18796.47	70.61	0.01	29.53	27.02	200.44	0.03	6.35	5.81	0.53	0.08
1990	NJ	168899364	115	7730	146869012.17	18999.87	69.94	0.01	30.35	26.39	175.99	0.02	6.44	5.6	0.46	0.08
1970	NM	2847378	35.7	1017	7975848.74	7842.53	5.03	0	8.15	22.82	33.32	0.03	0.86	2.4	0.48	0.09
1971	NM	3201074	37.4	1054	8559021.39	8120.51	5.56	0.01	8.17	21.84	35.08	0.03	0.88	2.36	0.45	0.08
1972	NM	3555338	38.8	1079	9163242.27	8492.35	6.06	0.01	8.41	21.67	37.72	0.03	0.89	2.3	0.53	0.08
1973	NM	4011834	41	1106	9784960.98	8847.16	6.67	0.01	8.54	20.84	25.56	0.02	0.93	2.27	0.45	0.08
1974	NM	4498807	45.2	1131	9953112.83	8800.28	6.97	0.01	9.33	20.64	27.18	0.02	1.16	2.56	0.52	0.09
1975	NM	5184879	48.9	1160	10603024.54	9140.54	6.68	0.01	10.47	21.42	29.93	0.03	1.24	2.53	0.47	0.07
1976	NM	5759130	51.8	1189	11118011.58	9350.72	7	0.01	11.22	21.66	38.9	0.03	1.28	2.47	0.52	0.07
1977	NM	6512042	55.4	1216	11754588.45	9666.6	7.35	0.01	12.53	22.61	27.31	0.02	1.98	3.57	0.43	0.1
1978	NM	7419037	59.4	1238	12489961.28	10088.82	7.67	0.01	14.66	24.68	27.45	0.02	2.35	3.96	0.49	0.1
1979	NM	8418635	64.7	1285	13011800.62	10125.91	8.18	0.01	16.98	26.24	29.7	0.02	2.56	3.96	0.47	0.08
1980	NM	9495800	71.4	1303	13299439.78	10206.78	8.37	0.01	18.89	26.45	29.94	0.02	3.17	4.44	0.43	0.11
1981	NM	10607231	77.8	1335	13633973.01	10212.71	8.04	0.01	21.07	27.09	25.98	0.02	3.67	4.71	0.43	0.1
1982	NM	11455859	82.2	1369	13936568.13	10180.11	8.25	0.01	23.7	28.83	27.8	0.02	4.7	5.72	0.5	0.1
1983	NM	12477200	86.2	1402	14474709.98	10324.33	8.77	0.01	23.75	27.55	27.7	0.02	5.28	6.13	0.46	0.1
1984	NM	13468024	89.6	1426	15031276.79	10540.87	10.37	0.01	23.74	26.49	29.08	0.02	5.55	6.2	0.48	0.09
1985	NM	14596781	93.1	1450	15678604.73	10812.83	10.57	0.01	25.48	27.37	23.88	0.02	5.59	6	0.42	0.09
1986	NM	15326835	96	1477	15965453.13	10809.38	10.73	0.01	26.43	27.53	26.02	0.02	5.28	5.5	0.5	0.08
1987	NM	15881110	100	1496	15881110	10615.72	11.28	0.01	26.39	26.39	29.75	0.02	4.61	4.61	0.48	0.08
1988	NM	16685646	104.2	1510	16013095.97	10604.7	11.58	0.01	26.42	25.36	29.9	0.02	4.87	4.67	0.43	0.08
1989	NM	17889675	109.3	1528	16367497.71	10711.71	11.81	0.01	26.41	24.16	27.93	0.02	5.45	4.99	0.46	0.1
1990	NM	18987767	115	1515	16511101.74	10898.42	12.17	0.01	26.22	22.8	29.72	0.02	5.37	4.67	0.47	0.09
1970	NV	2096841	35.7	489	5873504.2	12011.26	6.79	0.01	4.46	12.49	7.86	0.02	1.39	3.9	0.44	0.15
1971	NV	2344540	37.4	520	6268823.53	12055.43	7.68	0.01	4.49	12.02	8.65	0.02	1.4	3.74	0.44	0.15
1972	NV	2597996	38.8	547	6695865.98	12241.07	8.34	0.02	4.81	12.4	9.93	0.02	1.39	3.58	0.47	0.16
1973	NV	2987275	41	569	7286036.59	12804.99	9.35	0.02	4.86	11.86	9.64	0.02	1.44	3.52	0.42	0.16
1974	NV	3293519	45.2	597	7286546.46	12205.27	9.55	0.02	6.03	13.35	9.99	0.02	1.62	3.58	0.46	0.17
1975	NV	3779450	48.9	620	7728936.61	12466.03	9.56	0.02	7.54	15.42	11.83	0.02	1.83	3.74	0.42	0.15
1976	NV	4265799	51.8	647	8235133.2	12728.18	9.54	0.01	8.97	17.32	11.36	0.02	1.92	3.7	0.43	0.14
1977	NV	4954419	55.4	678	8942994.58	13190.26	9.97	0.01	10.11	18.25	11.58	0.02	2.68	4.84	0.38	0.17
1978	NV	6016726	59.4	719	10129168.35	14087.86	11.5	0.02	10.65	17.93	11.81	0.02	2.79	4.7	0.45	0.16
1979	NV	6978942	64.7	765	10786618.24	14100.15	12.85	0.02	11.25	17.39	12.78	0.02	2.93	4.52	0.41	0.16
1980	NV	8146619	71.4	800	11409830.53	14262.29	12.61	0.02	14.21	19.9	13.87	0.02	3.87	5.42	0.37	0.15
1981	NV	9260723	77.8	845	11903242.93	14086.68	11.95	0.01	14.47	18.6	14.13	0.02	4.49	5.77	0.42	0.18
1982	NV	9793586	82.2	877	11914338.2	13585.33	12.91	0.01	17.33	21.08	17.12	0.02	5.2	6.32	0.45	0.14
1983	NV	10667960	86.2	895	12375823.67	13827.74	12.49	0.01	18.42	21.37	12.19	0.01	6.39	7.41	0.41	0.14
1984	NV	11401644	89.6	916	12725049.11	13891.98	13.84	0.02	17.46	19.48	12.59	0.01	6.57	7.33	0.46	0.17
1985	NV	12378715	93.1	939	13296149.3	14159.9	14.08	0.01	18.83	20.23	13.37	0.01	6.63	7.12	0.39	0.17
1986	NV	13311892	96	966	13866554.17	14354.61	13.98	0.01	19.28	20.09	12.97	0.01	5.62	5.86	0.42	0.16
1987	NV	14516181	100	1006	14516181	14429.6	15.48	0.02	17.05	17.05	14.19	0.01	5.29	5.29	0.42	0.17
1988	NV	16152890	104.2	1054	15501813.82	14707.6	16.95	0.02	17.58	16.87	15.22	0.01	5.89	5.65	0.4	0.18
1989	NV	18449096	109.3	1111	16879319.3	15192.91	17.64	0.02	16.78	15.36	17.3	0.02	5.38	4.92	0.39	0.18
1990	NV	20846485	115	1202	18127378.26	15081.01	18.9	0.02	16.72	14.54	17.68	0.01	5.49	4.77	0.44	0.18
1970	NY	75321034	35.7	18241	210983288.52	11566.43	86.98	0	8.83	24.73	353.81	0.02	1.37	3.84	0.61	0.08
1971	NY	81367586	37.4	18358	217560390.37	11850.99	91.07	0	9.49	25.37	359.48	0.02	1.47	3.92	0.58	0.07
1972	NY	85996485	38.8	18339	221640425.26	12085.74	94.81	0.01	10.05	25.9	370.65	0.02	1.58	4.08	0.58	0.06
1973	NY	92532327	41	18177	225688602.44	12416.16	100.68	0.01	10.98	26.79	352.92	0.02	1.69	4.12	0.56	0.08
1974	NY	99291175	45.2	18050	219670741.15	12170.12	96.19	0.01	14.98	33.14	348.79	0.02	1.96	4.33	0.58	0.06
1975	NY	107494061	48.9	18003	219824255.62	12210.42	97.96	0.01	16.44	33.62	332.22	0.02	2.5	5.11	0.56	0.07
1976	NY	114512406	51.8	17941	221066420.85	12321.86	100.53	0.01	16.97	32.75	344.67	0.02	2.83	5.46	0.65	0.06
1977	NY	123112647	55.4	17813	222224994.58	12475.44	101.61	0.01	18.4	33.2	329.15	0.02	3.25	5.86	0.65	0.06
1978	NY	134297658	59.4	17681	226090333.33	12787.19	102.16	0.01	18.97	31.94	334.89	0.02	3.63	6.12	0.61	0.06
1979	NY	146564268	64.7	17584	226529007.73	12882.68	103.06	0.01	20.93	32.35	317.25	0.02	4.07	6.29	0.59	0.06
1980	NY	162671156	71.4	17558	227830750.7	12975.89	104.35	0.01	23.08	32.33	341.5	0.02	4.85	6.79	0.62	0.07
1981	NY	178360901	77.8	17561	229255656.81	13054.82	104.75	0.01	28.98	37.25	342.71	0.02	5.41	6.95	0.64	0.06
1982	NY	190702033	82.2	17578	231997607.06	13198.18	104.5	0.01	30.76	37.43	350.33	0.02	6.38	7.76	0.56	0.05
1983	NY	207376051	86.2	17671	240575465.2	13614.14	108.51	0.01	32.08	37.22	330.34	0.02	7.67	8.9	0.61	0.08
1984	NY	228094448	89.6	17727	254569696.43	14360.56	112.04	0.01	31.17	34.79	345.81	0.02	7.45	8.32	0.56	0.06
1985	NY	239494873	93.1	17768	257244761.55	14477.98	111.77	0.01	31.84	34.2	328.79	0.02	7.54	8.1	0.57	0.06
1986	NY	256567440	96	17807	267257750	15008.58	115.23	0.01	30.86	32.15	345.95	0.02	7.26	7.56	0.58	0.06
1987	NY	267432343	100	17838	267432343	14992.28	120.42	0.01	30.81	30.81	344.45	0.02	6.68	6.68	0.6	0.07
1988	NY	291850882	104.2	17909	280087218.81	15639.47	127.82	0.01	30.67	29.43	367.46	0.02	6.32	6.06	0.6	0.07
1989	NY	311266055	109.3	17950	284781386.09	15865.26	129.24	0.01	32.03	29.31	375.39	0.02	7.01	6.42	0.59	0.06
1990	NY	332697024	115	17990	289301760	16081.25	131.62	0.01	33.54	29.17	347.77	0.02	7.19	6.25	0.51	0.06
1970	OH	37396079	35.7	10657	104750921.57	9829.31	75.97	0.01	6.99	19.58	470.55	0.04	0.88	2.46	0.6	0.09
1971	OH	40266555	37.4	10735	107664585.56	10029.3	80.54	0.01	7.21	19.29	471.42	0.04	0.96	2.57	0.56	0.08
1972	OH	42915077	38.8	10747	110605868.56	10291.79	86.22	0.01	7.34	18.9	489.83	0.05	1.03	2.65	0.56	0.06
1973	OH	47996159	41	10767	117063802.44	10872.46	92.9	0.01	7.58	18.48	450.69	0.04	1.08	2.64	0.54	0.09
1974	OH	52384129	45.2	10766	115894090.71	10764.82	95.06	0.01	9.33	20.65	447.65	0.04	1.21	2.67	0.59	0.06
1975	OH	56045666	48.9	10770	114612813.91	10641.86	95.16	0.01	10.93	22.34	438.1	0.04	1.47	3	0.54	0.08
1976	OH	61829098	51.8	10753	119361193.05	11100.27	98.01	0.01	11.25	21.73	451.66	0.04	1.73	3.34	0.68	0.06
1977	OH	68216116	55.4	10771	123133783.39	11431.97	104.68	0.01	12.54	22.64	412.1	0.04	2.16	3.89	0.68	0.08
1978	OH	75503203	59.4	10796	127109769.36	11773.78	107.36	0.01	13.68	23.03	426.83	0.04	2.37	3.99	0.63	0.07
1979	OH	82858698	64.7	10798	128065993.82	11860.16	108.84	0.01	14.85	22.95	383.32	0.04	2.74	4.23	0.61	0.06
1980	OH	90796109	71.4	10798	127165418.77	11776.76	114.16	0.01	16.29	22.82	400.08	0.04	3.49	4.89	0.62	0.08
1981	OH	97970649	77.8	10797	125926284.06	11663.08	112.13	0.01	18.55	23.84	385.82	0.04	3.88	4.98	0.64	0.07
1982	OH	102726833	82.2	10773	124971816.3	11600.47	111.91	0.01	20.94	25.47	380.16	0.04	4.83	5.87	0.54	0.07
1983	OH	108570979	86.2	10761	125952411.83	11704.53	114.02	0.01	22.53	26.14	340.86	0.03	5.89	6.83	0.63	0.09
1984	OH	119792903	89.6	10770	133697436.38	12413.88	116.31	0.01	21.94	24.48	363.26	0.03	5.85	6.53	0.57	0.07
1985	OH	125880645	93.1	10775	135210145.01	12548.51	115.82	0.01	22.49	24.15	342.01	0.03	5.79	6.21	0.56	0.07
1986	OH	132430421	96	10779	137948355.21	12797.88	120.17	0.01	22.45	23.39	342.36	0.03	5.55	5.78	0.55	0.08
1987	OH	136985340	100	10817	136985340	12663.89	125.26	0.01	22.56	22.56	341.18	0.03	5.12	5.12	0.59	0.09
1988	OH	147254382	104.2	10865	141318984.64	13006.81	132.09	0.01	22.24	21.35	364.65	0.03	5.01	4.81	0.6	0.09
1989	OH	155260023	109.3	10907	142049426.35	13023.69	132.36	0.01	22.79	20.85	374.25	0.03	5.11	4.67	0.58	0.07
1990	OH	164175718	115	10847	142761493.91	13161.38	129.28	0.01	23.58	20.5	320.98	0.03	5.08	4.42	0.51	0.06
1970	OK	7765817	35.7	2559	21752988.8	8500.58	24.88	0.01	7.42	20.77	79.94	0.03	0.81	2.28	0.36	0.2
1971	OK	8518515	37.4	2619	22776778.07	8696.75	26.53	0.01	7.45	19.92	77.65	0.03	0.85	2.26	0.32	0.19
1972	OK	9220875	38.8	2659	23765141.75	8937.62	31.26	0.01	7.41	19.1	79.05	0.03	0.88	2.27	0.4	0.2
1973	OK	10629942	41	2696	25926687.8	9616.72	32.96	0.01	7.25	17.68	74.45	0.03	0.91	2.22	0.31	0.18
1974	OK	11692911	45.2	2735	25869272.12	9458.6	34.76	0.01	7.65	16.93	74.74	0.03	1.02	2.27	0.37	0.18
1975	OK	13214366	48.9	2775	27023243.35	9738.11	31.47	0.01	8.22	16.81	79.62	0.03	1.22	2.5	0.31	0.17
1976	OK	14623059	51.8	2827	28229843.63	9985.8	31.74	0.01	9.45	18.25	81.45	0.03	1.51	2.91	0.39	0.16
1977	OK	16125224	55.4	2870	29106902.53	10141.78	35.16	0.01	10.6	19.14	87.9	0.03	1.76	3.18	0.41	0.23
1978	OK	18243786	59.4	2917	30713444.44	10529.12	37.71	0.01	11.39	19.18	84.39	0.03	1.92	3.24	0.42	0.22
1979	OK	21246174	64.7	2975	32837981.45	11037.98	36.29	0.01	11.98	18.52	85.75	0.03	2.19	3.38	0.37	0.18
1980	OK	24392137	71.4	3025	34162656.86	11293.44	42	0.01	13.5	18.9	76.75	0.03	2.46	3.44	0.32	0.24
1981	OK	28013168	77.8	3106	36006642.67	11592.61	45.55	0.01	15.85	20.37	71.6	0.02	2.87	3.69	0.37	0.2
1982	OK	30736430	82.2	3224	37392250.61	11598.09	48.24	0.01	18	21.89	80.35	0.02	3.5	4.25	0.37	0.19
1983	OK	32050661	86.2	3317	37181741.3	11209.45	49.97	0.02	19.31	22.4	82.14	0.02	4.18	4.85	0.4	0.19
1984	OK	34054707	89.6	3321	38007485.49	11444.59	48.65	0.01	18.18	20.29	82.77	0.02	4.48	5	0.36	0.19
1985	OK	35576440	93.1	3315	38213147.15	11527.34	49.13	0.01	19.37	20.8	77.61	0.02	4.49	4.82	0.33	0.2
1986	OK	36392839	96	3304	37909207.29	11473.73	47.44	0.01	20.69	21.55	68.16	0.02	4.9	5.1	0.36	0.21
1987	OK	36138921	100	3269	36138921	11055.04	48.06	0.01	19.76	19.76	66.15	0.02	4.49	4.49	0.38	0.19
1988	OK	37898889	104.2	3234	36371294.63	11246.54	49.39	0.02	19.74	18.95	74.67	0.02	4.36	4.18	0.35	0.2
1989	OK	39832173	109.3	3224	36442976.21	11303.65	48.05	0.01	20.02	18.32	73.35	0.02	4.4	4.03	0.34	0.16
1990	OK	41876658	115	3146	36414485.22	11574.85	58.27	0.02	19.29	16.77	66.91	0.02	4.71	4.1	0.33	0.2
1970	OR	7055826	35.7	2092	19764218.49	9447.52	33.61	0.02	3.65	10.23	20.63	0.01	1.45	4.05	0.56	0.02
1971	OR	7774709	37.4	2151	20787991.98	9664.34	36.97	0.02	3.89	10.4	22.17	0.01	1.53	4.09	0.54	0.02
1972	OR	8620080	38.8	2197	22216701.03	10112.29	38.57	0.02	3.94	10.16	24.38	0.01	1.61	4.14	0.53	0.03
1973	OR	9797153	41	2242	23895495.12	10658.12	39.9	0.02	4.14	10.11	23.6	0.01	1.66	4.06	0.54	0.02
1974	OR	10980704	45.2	2285	24293592.92	10631.77	40.29	0.02	4.67	10.33	22.86	0.01	1.92	4.24	0.52	0.02
1975	OR	12231729	48.9	2330	25013760.74	10735.52	41.27	0.02	5.27	10.77	29.87	0.01	2.11	4.32	0.54	0.02
1976	OR	13838437	51.8	2378	26715129.34	11234.28	41.46	0.02	5.86	11.32	21.8	0.01	2.59	5	0.52	0.01
1977	OR	15305231	55.4	2447	27626770.76	11290.06	42.23	0.02	6.92	12.49	10.52	0	3.29	5.95	0.49	0.02
1978	OR	17639632	59.4	2518	29696350.17	11793.63	43.6	0.02	7.53	12.69	18.37	0.01	3.66	6.16	0.56	0.02
1979	OR	20032733	64.7	2588	30962493.04	11963.87	46.91	0.02	7.73	11.95	19.71	0.01	3.95	6.1	0.51	0.02
1980	OR	22248195	71.4	2633	31159936.97	11834.39	46.22	0.02	9.37	13.12	19.24	0.01	5.36	7.51	0.49	0.01
1981	OR	23930955	77.8	2672	30759582.26	11511.82	44.98	0.02	10.59	13.62	17.92	0.01	5.81	7.46	0.53	0.02
1982	OR	24311666	82.2	2671	29576236.01	11073.09	47.17	0.02	10.56	12.84	19.54	0.01	6.63	8.07	0.5	0.02
1983	OR	26220041	86.2	2663	30417680.97	11422.34	44.75	0.02	12.07	14	17.47	0.01	6.95	8.07	0.53	0.01
1984	OR	28848594	89.6	2679	32197091.52	12018.32	47.94	0.02	12.73	14.2	20.2	0.01	6.93	7.74	0.56	0.02
1985	OR	30074756	93.1	2689	32303712.14	12013.28	49.56	0.02	13.72	14.74	22.12	0.01	6.73	7.22	0.54	0.02
1986	OR	31509580	96	2703	32822479.17	12142.98	46.82	0.02	13.84	14.41	19.48	0.01	6.47	6.74	0.48	0.02
1987	OR	32961289	100	2723	32961289	12104.77	46.78	0.02	14.07	14.07	19.28	0.01	6.44	6.44	0.5	0.02
1988	OR	35928810	104.2	2768	34480623.8	12456.87	48.92	0.02	14.02	13.46	21.3	0.01	6.64	6.37	0.5	0.02
1989	OR	38643778	109.3	2820	35355698.08	12537.48	51.47	0.02	13.97	12.78	23.29	0.01	5.98	5.47	0.5	0.02
1990	OR	41819372	115	2842	36364671.3	12795.45	52.48	0.02	13.85	12.04	23.92	0.01	6.13	5.33	0.54	0.03
1970	PA	41415545	35.7	11801	116009929.97	9830.52	78.5	0.01	7.15	20.03	306.82	0.03	1.2	3.35	0.59	0.08
1971	PA	44310759	37.4	11886	118477965.24	9967.86	82.9	0.01	8.09	21.63	314.37	0.03	1.24	3.31	0.56	0.07
1972	PA	47204144	38.8	11908	121660164.95	10216.67	87.71	0.01	8.54	22.02	315.59	0.03	1.31	3.38	0.57	0.06
1973	PA	52367813	41	11891	127726373.17	10741.43	93.57	0.01	9.03	22.03	303.07	0.03	1.43	3.49	0.54	0.08
1974	PA	57410473	45.2	11871	127014320.8	10699.55	93.3	0.01	11.33	25.07	278.38	0.02	1.62	3.59	0.58	0.06
1975	PA	63221632	48.9	11906	129287591	10859.03	94.44	0.01	12.8	26.17	279.46	0.02	1.89	3.86	0.54	0.07
1976	PA	69221882	51.8	11897	133632976.83	11232.49	98.44	0.01	13.01	25.12	297.71	0.03	2.09	4.03	0.65	0.06
1977	PA	75433478	55.4	11894	136161512.64	11447.92	103.05	0.01	14.01	25.28	283.17	0.02	2.45	4.43	0.65	0.07
1978	PA	83314641	59.4	11879	140260338.38	11807.42	104.98	0.01	14.6	24.57	292.32	0.02	2.58	4.34	0.61	0.06
1979	PA	92136478	64.7	11888	142405684.7	11978.94	107.17	0.01	15.62	24.15	294.54	0.02	3.13	4.83	0.59	0.06
1980	PA	101460160	71.4	11864	142101064.43	11977.5	108.39	0.01	17.42	24.4	294.67	0.02	3.73	5.22	0.62	0.08
1981	PA	110644470	77.8	11880	142216542.42	11971.09	108.21	0.01	19.54	25.11	292.08	0.02	4.41	5.67	0.64	0.06
1982	PA	117644475	82.2	11885	143119799.27	12042.05	107.36	0.01	22.49	27.36	280.07	0.02	5.28	6.42	0.56	0.05
1983	PA	124040491	86.2	11896	143898481.44	12096.38	110.32	0.01	22.87	26.53	259.61	0.02	6.26	7.26	0.62	0.07
1984	PA	133808722	89.6	11892	149340091.52	12558.03	113.05	0.01	23.35	26.06	274.33	0.02	6.34	7.08	0.56	0.06
1985	PA	142333090	93.1	11866	152881944.15	12884.03	111.53	0.01	25.05	26.9	253.24	0.02	6.5	6.98	0.57	0.06
1986	PA	151706321	96	11897	158027417.71	13282.96	116.83	0.01	25.96	27.04	264.04	0.02	6.17	6.43	0.58	0.06
1987	PA	157416618	100	11943	157416618	13180.66	122.02	0.01	25.96	25.96	260.22	0.02	5.82	5.82	0.61	0.08
1988	PA	169490864	104.2	11998	162659178.5	13557.19	129.07	0.01	25.44	24.41	277.69	0.02	5.59	5.36	0.6	0.08
1989	PA	181734714	109.3	12040	166271467.52	13809.92	130.14	0.01	26.09	23.87	280.77	0.02	5.92	5.42	0.57	0.06
1990	PA	193289199	115	11882	168077564.35	14145.56	130.22	0.01	27.02	23.5	248.9	0.02	6.37	5.54	0.51	0.06
1970	RI	3383849	35.7	950	9478568.63	9977.44	4.74	0	8.44	23.63	12.19	0.01	1.79	5.03	0.63	0.06
1971	RI	3588930	37.4	963	9596069.52	9964.77	5.14	0.01	8.59	22.96	12.42	0.01	1.89	5.06	0.59	0.05
1972	RI	3868498	38.8	975	9970355.67	10226.01	5.48	0.01	9.62	24.79	13.57	0.01	2.01	5.18	0.58	0.04
1973	RI	4186737	41	976	10211553.66	10462.66	5.88	0.01	10.17	24.79	11.6	0.01	2.34	5.7	0.57	0.06
1974	RI	4437056	45.2	951	9816495.58	10322.29	5.69	0.01	14.62	32.34	13.09	0.01	2.52	5.58	0.58	0.04
1975	RI	4857265	48.9	943	9933057.26	10533.46	5.75	0.01	15.43	31.56	13.23	0.01	3.04	6.22	0.55	0.05
1976	RI	5306346	51.8	946	10243911.2	10828.66	6.21	0.01	15.21	29.36	12.48	0.01	3.32	6.41	0.64	0.04
1977	RI	5818311	55.4	950	10502366.43	11055.12	6.06	0.01	16.91	30.52	13.69	0.01	4.17	7.53	0.63	0.05
1978	RI	6341292	59.4	952	10675575.76	11213.84	6.15	0.01	17.11	28.8	13.78	0.01	4.13	6.95	0.61	0.04
1979	RI	6975547	64.7	950	10781370.94	11348.81	6.17	0.01	19.49	30.13	13.55	0.01	3.64	5.62	0.57	0.04
1980	RI	7876439	71.4	947	11031427.17	11648.81	6.28	0.01	22.64	31.71	14.25	0.02	5.58	7.81	0.62	0.05
1981	RI	8754492	77.8	952	11252560.41	11819.92	6.2	0.01	27.89	35.85	14.74	0.02	6.46	8.31	0.63	0.05
1982	RI	9390392	82.2	953	11423834.55	11987.23	6.25	0.01	26.9	32.72	15.36	0.02	7.68	9.34	0.55	0.04
1983	RI	10292253	86.2	955	11939968.68	12502.59	6.53	0.01	27.9	32.37	14.22	0.01	8.37	9.71	0.58	0.06
1984	RI	11337874	89.6	960	12653877.23	13181.12	6.68	0.01	27.55	30.75	15.49	0.02	7.29	8.13	0.56	0.05
1985	RI	12044421	93.1	967	12937079.48	13378.57	6.72	0.01	26.77	28.75	15.49	0.02	7.62	8.18	0.57	0.04
1986	RI	12814701	96	975	13348646.88	13690.92	7.04	0.01	25.42	26.48	16.57	0.02	7.25	7.56	0.59	0.03
1987	RI	13448128	100	986	13448128	13639.08	7.46	0.01	25.93	25.93	17.2	0.02	6.63	6.63	0.6	0.04
1988	RI	14684227	104.2	993	14092348.37	14191.69	7.91	0.01	25.28	24.26	18.15	0.02	6.43	6.17	0.58	0.06
1989	RI	15440888	109.3	998	14127070.45	14155.38	8.09	0.01	26.34	24.1	18.77	0.02	6.94	6.35	0.59	0.05
1990	RI	16416327	115	1003	14275066.96	14232.37	8.11	0.01	28.86	25.1	18.2	0.02	7.03	6.11	0.5	0.06
1970	SC	6944407	35.7	2591	19452120.45	7507.57	25.07	0.01	5.64	15.79	19.46	0.01	1.32	3.69	0.29	0.2
1971	SC	7595393	37.4	2662	20308537.43	7629.05	26.75	0.01	6.08	16.25	20.16	0.01	1.43	3.82	0.23	0.18
1972	SC	8343123	38.8	2719	21502894.33	7908.38	28.09	0.01	6.5	16.76	21.19	0.01	1.57	4.05	0.27	0.16
1973	SC	9626446	41	2777	23479136.59	8454.86	31.73	0.01	6.68	16.3	23.33	0.01	1.61	3.93	0.21	0.19
1974	SC	10873166	45.2	2845	24055676.99	8455.42	31.91	0.01	8.3	18.37	20.88	0.01	1.92	4.25	0.26	0.17
1975	SC	12027629	48.9	2902	24596378.32	8475.66	33.56	0.01	9.6	19.64	18.64	0.01	2.08	4.26	0.24	0.19
1976	SC	13335810	51.8	2944	25744806.95	8744.84	35.35	0.01	10.44	20.15	33.99	0.01	2.24	4.32	0.33	0.15
1977	SC	14602541	55.4	2992	26358377.26	8809.62	38.59	0.01	11.42	20.62	32.57	0.01	2.81	5.08	0.32	0.2
1978	SC	16573710	59.4	3044	27901868.69	9166.19	39.97	0.01	11.85	19.95	29.1	0.01	2.91	4.9	0.27	0.19
1979	SC	18453239	64.7	3090	28521234.93	9230.17	38.96	0.01	12.67	19.58	17.95	0.01	3.45	5.33	0.29	0.16
1980	SC	20763588	71.4	3122	29080655.46	9314.75	42.92	0.01	13.69	19.17	19.49	0.01	4.06	5.68	0.3	0.2
1981	SC	23197368	77.8	3186	29816668.38	9358.65	44.59	0.01	15.73	20.21	19.42	0.01	4.79	6.16	0.29	0.18
1982	SC	24672181	82.2	3220	30014818.73	9321.37	46.04	0.01	17.61	21.43	18.07	0.01	5.35	6.51	0.28	0.18
1983	SC	26829818	86.2	3253	31125078.89	9568.12	47.15	0.01	18.97	22.01	19.25	0.01	6.21	7.21	0.29	0.18
1984	SC	30116382	89.6	3297	33612033.48	10194.73	49.71	0.02	19.2	21.43	19.75	0.01	6.46	7.2	0.26	0.17
1985	SC	32013472	93.1	3335	34386113.86	10310.68	50.02	0.01	20.54	22.06	16.89	0.01	6.44	6.91	0.24	0.19
1986	SC	34356564	96	3381	35788087.5	10585.06	55.01	0.02	20.89	21.76	17.96	0.01	6.35	6.62	0.28	0.21
1987	SC	36794422	100	3426	36794422	10739.76	57.71	0.02	21.03	21.03	20.77	0.01	6.41	6.41	0.3	0.19
1988	SC	40224982	104.2	3465	38603629.56	11141.02	58.59	0.02	20.89	20.05	21.35	0.01	6.55	6.29	0.27	0.17
1989	SC	42050073	109.3	3512	38472161.94	10954.49	59.59	0.02	21.08	19.28	21.01	0.01	6.56	6	0.25	0.17
1990	SC	46635732	115	3487	40552810.43	11629.71	62.3	0.02	20.95	18.22	18.92	0.01	6.97	6.06	0.22	0.2
1970	SD	1935647	35.7	666	5421980.39	8141.11	5.41	0.01	7.76	21.74	13.84	0.02	1.04	2.9	0.79	0.09
1971	SD	2141398	37.4	671	5725663.1	8533.03	5.68	0.01	7.75	20.73	12.49	0.02	1.1	2.93	0.79	0.08
1972	SD	2470890	38.8	677	6368273.2	9406.61	6.16	0.01	7.84	20.22	13.24	0.02	1.13	2.9	0.76	0.07
1973	SD	3136138	41	679	7649117.07	11265.27	6.29	0.01	7.85	19.14	11.22	0.02	1.19	2.91	0.73	0.09
1974	SD	3071183	45.2	680	6794652.65	9992.14	6.53	0.01	8.43	18.66	11.33	0.02	1.29	2.86	0.78	0.08
1975	SD	3390394	48.9	681	6933321.06	10181.09	7.05	0.01	8.97	18.35	11.97	0.02	1.4	2.86	0.7	0.08
1976	SD	3311922	51.8	686	6393671.81	9320.22	7.3	0.01	9.95	19.21	14.5	0.02	1.5	2.9	0.75	0.1
1977	SD	3785421	55.4	688	6832889.89	9931.53	7.5	0.01	10.2	18.41	14.14	0.02	1.83	3.3	0.86	0.09
1978	SD	4397500	59.4	689	7403198.65	10744.85	8.51	0.01	10.98	18.48	14.86	0.02	2.1	3.54	0.88	0.08
